scientific_name,common_name_uk,edibility_status,has_photos,in_top20,is_popular,is_poisonous,is_deadly,is_red_listed,rarity_label_uk,in_ai_recognition,has_ai_prompt,legacy_id,zones,key_features_ai,season,photo_path
Clitocybe geotropa,Говорушка руда,edible,0,0,0,0,0,0,,0,1,,Вінницька|Дніпропетровська|Донецька|Запорізька|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 5–20 (30–40) см, брудно-жовтувата або коричнювата, увігнуто-розпростерта, з горбочком, згодом лійковидна; край закручений. • Пластинки: білуваті, згодом кольору шапки, низько спускаються на ніжку. • Ніжка: 5–16 × 1–4 см, білувата, щільна, згодом коркувата. • М'якоть: біла, щільна, з приємним запахом. • Споровий порошок: білий.",серпень — листопад.,
Clitocybe gigantea,Говорушка гігантська,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Вінницька|Закарпатська|Кіровоградська|Львівська|Полтавська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 10–40 см, біла, в центрі жовтувата, гола; опукла, згодом лійковидна, з закрученим краєм. • Пластинки: білі, з часом кольору шапки, густі, злегка спускаються. • Ніжка: 4–7 × 2–5 см, біла, борошниста, щільна. • М'якоть: біла, з легким запахом борошна; смак спочатку добрий, згодом гіркуватий. • Споровий порошок: білий.",серпень — жовтень.,
Clitocybe odora,Говорушка ароматна,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 3–9 см, зелена або синювато-зелена, гола; опукла, згодом плоско-розпростерта. • Пластинки: зеленуваті, густі, прирослі. • Ніжка: 4–7 × 0,5–1 см, зеленувата, щільна. • М'якоть: білувата, з сильним запахом анісу. • Споровий порошок: білий.",серпень — жовтень.,
Clitocybe clavipes,Говорушка булавовиднонога,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 4–10 см, сірувато-коричнева, гола; опукла, згодом плоско-розпростерта. • Пластинки: білі, згодом жовтуваті, густі. • Ніжка: 3–6 × 1–2 см, донизу булавовидно потовщена, сірувата. • М'якоть: біла, з слабким запахом. • Споровий порошок: білий.",серпень — жовтень.,
Clitocybe infundibuliformis,Говорушка лійковидна,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 3–15 см, рудувато-кремова або вохряно-жовта, лійковидна, з тонким хвилястим краєм. • Пластинки: білуваті, згодом кольору шапки, низько спускаються. • Ніжка: 3–6 × 0,5–1,2 см, біла, гола, щільна. • М'якоть: біла, з приємним запахом. • Споровий порошок: білий.",липень — жовтень.,
Clitocybe rivulosa,Говорушка червонувата,poisonous,0,0,0,1,0,0,,0,1,,Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2–7 см, біла, з кремовими або рудуватими зонами, при зволоженні рудувато-м'ясо-червона; опукла, згодом плоско-розпростерта. • Пластинки: білі, згодом жовтуваті, густі. • Ніжка: 2–6 × 0,4–0,9 см, кольору шапки, щільна. • М'якоть: біла, з слабким приємним запахом. • Споровий порошок: білий.",вересень — листопад.,
Clitocybe phyllophila,Говорушка листолюбна,poisonous,0,0,0,1,0,0,,0,1,,Івано-Франківська|Донецька|Кіровоградська|Луганська|Львівська|Полтавська|Тернопільська|Харківська,"• Шапка: 5–11 см, біла або жовтувато-біла, шовковиста; опукла, згодом плоско-розпростерта. • Пластинки: білі, згодом кремово-жовтуваті, густі. • Ніжка: 2,5–8 × 0,3–1,2 см, кольору шапки, біля основи повстисто-волосиста. • М'якоть: біла, з сильним запахом борошна. • Споровий порошок: білий.",вересень — листопад.,
Clitocybe suaveolens,Говорушка запашна,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Київська|Львівська|Рівненська|Тернопільська,"• Шапка: 2–6 см, білувата, кремова, жовтувата, з рожевим відтінком; опукла, згодом плоско-розпростерта. • Пластинки: білі, згодом сірі, густі. • Ніжка: 3–6 × 0,3–0,6 см, кольору шапки, щільна. • М'якоть: біла, з приємним анісовим запахом. • Споровий порошок: білий.",серпень — жовтень.,
Clitocybe brumalis,Говорушка зимова,inedible,0,0,0,0,0,0,,0,1,,Вінницька|Дніпропетровська|Запорізька|Кіровоградська|Миколаївська|Одеська|Полтавська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 2–7 см, сіра, жовто-сіра або сіро-коричнювата, увігнута, з горбочком; край підігнутий. • Пластинки: білуваті, згодом жовтуваті, густі. • Ніжка: 3–6 × 0,3–0,5 см, кольору шапки, білоповстиста. • М'якоть: біла, з запахом борошна. • Споровий порошок: білий.",вересень — листопад (до зимових морозів).,
Collybia dryophila,Колібія лісолюбна,edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2–6 см, білувата, рудувато-вохряна, жовтувато-коричнювата; опукла, згодом плоско-розпростерта, гола. • Пластинки: білуваті, згодом кремові, густі, прирослі. • Ніжка: 3–7 × 0,2–0,5 см, білувата, вохряно-жовтувата, волокниста, щільна. • М'якоть: біла, без особливого запаху. • Споровий порошок: білий.",травень — листопад.,
Collybia peronata,Колібія обгорнута,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Закарпатська|Запорізька|Київська|Кіровоградська|Луганська|Львівська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 2–7 см, бурувато-рудувата, вохряно-бурувата, зморшкувато-рубчаста; опукла, згодом плоско-розпростерта. • Пластинки: рідкі, коричнювато-жовті, прирослі. • Ніжка: 3–8 × 0,3–0,8 см, бурувато-коричнювата, повстиста, щільна. • М'якоть: жовтувата, пекучо-гірка. • Споровий порошок: білий.",липень — жовтень.,
Collybia confluens,Колібія численна,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Закарпатська|Запорізька|Київська|Кіровоградська|Луганська|Львівська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 2–5 см, бурувато-білувата, рожевувато-сірувато-жовта; опукла, згодом плоско-розпростерта. • Пластинки: густі, білуваті, згодом кольору шапки, прирослі. • Ніжка: 5–9 × 0,2–0,4 см, рудувата, повстисто-волосиста, щільна; ніжки зростаються у щільні групи. • М'якоть: білувата, без запаху. • Споровий порошок: білий.",липень — жовтень.,
Collybia maculata,Колібія плямиста,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 5–12 см, біла, білувата, з рудуватими плямами; опукла, згодом плоско-розпростерта. • Пластинки: білі, густі, прирослі. • Ніжка: 6–10 × 1–2 см, біла, з плямами, борозенчаста, щільна. • М'якоть: біла, гірка. • Споровий порошок: білий.",серпень — жовтень.,
Collybia butyracea,Колібія рудувато-сіра,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Закарпатська|Запорізька|Київська|Кіровоградська|Луганська|Львівська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 4–9 см, рудувато-сірувата, сірувато-бурувата, гола; опукла, згодом плоско-розпростерта. • Пластинки: білуваті, густі, прирослі. • Ніжка: 4–8 × 0,5–2 см, білувата, штрихувата, щільна. • М'якоть: білувата, з приємним маслянистим запахом. • Споровий порошок: білий.",липень — листопад.,
Collybia fusipes,Колібія веретенонога,conditionally_edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Вінницька|Закарпатська|Кіровоградська|Львівська|Полтавська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька,"• Шапка: 4–10 см, червонувато-коричнева, рудувато-коричнева, гола; опукла, згодом плоско-розпростерта. • Пластинки: білі, згодом рудуваті, густі, прирослі. • Ніжка: 8–12 × 1–2 см, веретеновидна, з кореневидним виростом, кольору шапки, щільна. • М'якоть: білувата, без запаху. • Споровий порошок: білий.",серпень — жовтень.,
Mycena pura,Міцена чиста,poisonous,0,0,0,1,0,0,,0,1,,Івано-Франківська|АР Крим|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 2–6,5 см, лілувата, рожева, жовтувато-рожева, гола, рубчаста; дзвониковидна, згодом плоско-розпростерта. • Пластинки: лілуваті, широкі, прирослі. • Ніжка: 4–7 × 0,2–1 см, кольору шапки, щільна. • М'якоть: з запахом редьки. • Споровий порошок: білий.",травень — листопад.,
Mycena galericulata,Міцена ковпаковидна,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 2–6 см, сіра, коричнево-сіра, бурувато-коричнювата, гола; дзвониковидна, згодом плоско-розпростерта. • Пластинки: білуваті, згодом рожевуваті, густі, прирослі. • Ніжка: 2–11 × 0,15–0,7 см, кольору шапки, щільна. • М'якоть: з запахом борошна. • Споровий порошок: білий.",травень — листопад.,
Mycena polygramma,Міцена штрихувата,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 2–4 см, бурувато- або коричнювато-сіра, штрихувата; дзвониковидна, згодом плоско-розпростерта. • Пластинки: білуваті, згодом рожевуваті, густі. • Ніжка: 3–14 × 0,1–0,5 см, зморшкувато-рубчаста, білувата, щільна. • М'якоть: без запаху. • Споровий порошок: білий.",травень — листопад.,
Mycena haematopus,Міцена кривавонога,inedible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 1–3 см, сіро-коричнево-рожева, пурпурово-коричнювата; дзвониковидна. • Пластинки: рідкі, білі. • Ніжка: 2–8 × 0,1–0,3 см, донизу криваво-червона, при пошкодженні виділяє червоний сік. • М'якоть: без особливого запаху. • Споровий порошок: білий.",травень — жовтень.,
Mycena rosella,Міцена рожева,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Закарпатська|Кіровоградська|Львівська|Полтавська|Харківська|Чернівецька,"• Шапка: 0,5–1,5 см у діаметрі; спочатку дзвоникоподібна, потім опукла або плоско-розпростерта; жовтувато-рожева, рожева, до краю червонувата; поверхня гладенька, злегка рубчаста; край рівний, тонкий, іноді хвилястий. • Пластинки: рожевуваті, з віком бліднішають; прирослі, досить густі. • Ніжка: 2,5–4 см × 0,1 см; циліндрична, кольору шапки або світліша; гладенька, порожниста; без кільця та піхви. • М’якоть: тонка, білувато-рожева; на зламі не змінюється; без виразного запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Mycena epipterygia,Міцена слизька,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Тернопільська|Хмельницька|Черкаська|Чернівецька,"• Шапка: 1–2,5 см у діаметрі; дзвоникоподібна, потім опукла або плоско-розпростерта; сірувато-коричнева, жовтувата, іноді з оливковим відтінком; поверхня дуже клейка, рубчаста; край тонкий, рубчастий. • Пластинки: білі, згодом сіруваті; прирослі, густі. • Ніжка: 5–8 см × 0,1–0,17 см; циліндрична, лимонно-жовта; клейка, гладенька, порожниста; без кільця та піхви. • М’якоть: тонка, білувата; на зламі не змінюється; з неприємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Mycena inclinata,Міцена нахилена,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 2,5–4 см у діаметрі; дзвоникоподібна, згодом опукла або плоско-розпростерта; брудно-біла, чорнувата, сіро-коричнева, з радіальними штрихами; поверхня гладенька, злегка рубчаста; край нерівний. • Пластинки: білуваті, згодом рожевуваті; прирослі, густі. • Ніжка: 4–9 см; циліндрична, часто нахилена; жовта, біля основи червоно-коричнева; гладенька, порожниста; без кільця та піхви. • М’якоть: тонка, білувата; на зламі не змінюється; з неприємним запахом; смак м’який. • Споровий порошок: білий.",травень — листопад.,
Mycena aetites,Міцена лужна,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 1–5 см у діаметрі; спочатку дзвоникоподібна, потім опукла або плоско-розпростерта; бурувато-коричнювато-сіра, коричнева, з радіальними рубчиками; поверхня гладенька, суха; край рубчастий. • Пластинки: сіро-коричневі; прирослі, густі. • Ніжка: 5–7 см × 0,2 см; циліндрична, кольору шапки; гладенька, порожниста; без кільця та піхви. • М’якоть: тонка, білувата; на зламі не змінюється; з дуже сильним аміачним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Mycena galopus,Міцена білосокова,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Тернопільська|Хмельницька|Чернівецька,"• Шапка: 1–3 см у діаметрі; дзвоникоподібна, згодом опукла або плоско-розпростерта; коричнювата, сірувато-коричнева; поверхня гладенька, злегка рубчаста; край рівний. • Пластинки: білуваті; прирослі, густі. • Ніжка: 4–8 см × 0,1–0,15 см; циліндрична, коричнювата; при пошкодженні виділяє білий молочний сік; гладенька, порожниста; без кільця та піхви. • М’якоть: тонка, білувата; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Mycena sanguinolenta,Міцена кривавоплямиста,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Тернопільська|Хмельницька|Чернівецька,"• Шапка: 0,6–2 см у діаметрі; дзвоникоподібна, згодом опукла або плоско-розпростерта; коричнювато-червона, червонувато-коричнева; поверхня гладенька, злегка рубчаста; край рівний. • Пластинки: білуваті; прирослі, густі. • Ніжка: 4–8 см × 0,1–0,15 см; циліндрична, коричнювато-червона; при пошкодженні виділяє коричнювато-червоний сік; гладенька, порожниста; без кільця та піхви. • М’якоть: тонка, білувата; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",травень — жовтень.,
Marasmius oreades,Опеньок луговий,edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Херсонська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2–5 см у діаметрі; спочатку дзвоникоподібна, потім опукла або плоско-розпростерта, часто з горбочком; кремова, кольору шкіри, вохряно-кремова; поверхня гладенька, суха, матова; край рівний, іноді хвилястий. • Пластинки: білі, згодом кремові; рідкі, широкі; прирослі або майже вільні. • Ніжка: 4–7 см × 0,3–0,5 см; циліндрична, білувата; щільна, волокниста; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з приємним грибним запахом; смак приємний. • Споровий порошок: білий.",травень — жовтень (масово у травні-червні та вересні).,
Marasmius alliaceus,Часничник великий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Вінницька|Закарпатська|Львівська|Полтавська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька,"• Шапка: 2–5 см у діаметрі; спочатку дзвоникоподібна, потім опукла або плоско-розпростерта; біла, білувата, згодом коричнювато-кремова; поверхня гладенька, суха; край рівний. • Пластинки: білуваті; прирослі, густі. • Ніжка: 4,5–20 см × 0,1–0,3 см; циліндрична, дуже довга; темна, майже чорна; гладенька, волокниста, щільна; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з дуже сильним запахом часнику; смак грибний. • Споровий порошок: білий.",серпень — жовтень.,
Marasmius scorodonius,Часничник дрібний,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 1–3,5 см у діаметрі; спочатку дзвоникоподібна, потім опукла або плоско-розпростерта; червонувато-коричнювата, з віком вицвітає до світло-коричневої; поверхня гладенька, суха; край рівний, тонкий. • Пластинки: білі, червонувато-білі; прирослі, густі. • Ніжка: 2–4 см × 0,1–0,2 см; циліндрична, червонувато-темно-коричнева; гладенька, щільна; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з дуже сильним запахом часнику; смак грибний. • Споровий порошок: білий.",липень — жовтень.,
Marasmius prasiosmus,Маразмій вицвітаючий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Житомирська|Київська|Львівська|Полтавська|Рівненська|Тернопільська|Харківська|Хмельницька,"• Шапка: 1–4 см у діаметрі; спочатку дзвоникоподібна, потім опукла або плоско-розпростерта; жовтувата, вохряно-бура, коричнювата, до краю світліша; поверхня гладенька, суха; край рівний, тонкий. • Пластинки: брудно-жовтуваті; прирослі, густі. • Ніжка: 2–6 см × 0,15–0,4 см; циліндрична, рудувата, коричнева; гладенька, щільна; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з дуже сильним запахом часнику; смак грибний. • Споровий порошок: білий.",серпень — жовтень.,
Marasmius rotula,Маразмій колесовидний,inedible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Львівська|Полтавська|Рівненська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернівецька,"• Шапка: 0,5–1,5 см у діаметрі; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта, часто з невеликим заглибленням у центрі; біла, білувата, в центрі темніша (сірувато-коричнева); поверхня гладенька, радіально-рубчаста; край рівний, тонкий, іноді хвилястий. • Пластинки: білі, рідкі, вузькі; не доходять до ніжки, утворюють навколо неї характерне кільце (коларіум). • Ніжка: 2–6 см × 0,1–0,2 см; циліндрична, темно-коричнева, чорнувата; блискуча, гладенька, щільна, волокниста; без кільця та піхви. • М’якоть: тонка, білувата; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",червень — жовтень.,
Marasmius epiphyllus,Маразмій листовий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 0,5–1 см у діаметрі; дуже тонка, майже прозора, плівчаста; спочатку опукла, згодом плоско-розпростерта; біла, брудно-біла, іноді з рожевим або кремовим відтінком; поверхня гладенька, злегка рубчаста; край рівний, тонкий. • Пластинки: білуваті, рідкі, вузькі; прирослі або майже вільні. • Ніжка: 1–2 см × 0,05–0,1 см; капіляровидна, жовтувата, коричнева; гладенька, блискуча, щільна; без кільця та піхви. • М’якоть: дуже тонка, білувата; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",червень — жовтень.,
Entoloma clypeatum,Ентолома щитовидна,edible,0,0,0,0,0,0,,0,1,,Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 5–12 см у діаметрі; щільно-товстом’ясиста; спочатку дзвоникоподібна або опукла, згодом опукла або плоско-розпростерта, часто асиметрична, з нерівним, хвилястим або лопатевим краєм; сіра, коричнювато-сіра, брудно-біла; поверхня гладенька, суха, іноді злегка луската, часто тріщинувата. • Пластинки: білі, брудно-білі, згодом брудно-рожеві; широкі, густі; прирослі або майже вільні. • Ніжка: 5–10 см × 1–3 см; циліндрична, щільна, біла, волокниста, з підземним виростом; без кільця та піхви. • М’якоть: білий, дуже щільний; на зламі не змінюється; з приємним запахом борошна; смак приємний. • Споровий порошок: рожевий.",травень — червень.,
Entoloma rhodopolium,Ентолома рожево-сива,poisonous,0,0,0,1,0,0,,0,1,,Івано-Франківська|АР Крим|Вінницька|Житомирська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 4–10 (11) см у діаметрі; тонком’ясиста; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта, часто з горбочком; сіра, оливкувато-сіра, жовтувато-сіра; поверхня гладенька, гола, злегка рубчаста; край рівний, тонкий, іноді хвилястий. • Пластинки: білуваті, згодом брудно-рожеві; широкі, густі; прирослі. • Ніжка: 5–10 см × 1–3 см; циліндрична, щільна, біла, згодом сірувата, волокниста; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; з запахом борошна, при підсиханні з неприємним запахом; смак м’який. • Споровий порошок: рожевий.",серпень — вересень.,
Entoloma nidorosum,Ентолома смердюча,poisonous,0,0,0,1,0,0,,0,1,,Житомирська|Київська|Кіровоградська|Полтавська|Рівненська|Харківська|Хмельницька,"• Шапка: 5–7 см у діаметрі; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта, іноді увігнута, зрідка з невиразним горбочком; оливкувато-сіра; поверхня гола, при підсиханні світлішає, блискуча, шовковиста; край рівний, тонкий. • Пластинки: білуваті, згодом брудно-рожеві; широкі, густі; прирослі. • Ніжка: 5–8 (9) см × 0,2–0,8 см; циліндрична, білувата; гола, вгорі борошниста, щільна, згодом з порожниною; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з дуже сильним аміачним запахом; смак м’який. • Споровий порошок: рожевий.",серпень — жовтень.,
Entoloma sericeum,Ентолома шовковиста,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Дніпропетровська|Житомирська|Київська|Кіровоградська|Миколаївська|Одеська|Полтавська|Рівненська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 3–6 см у діаметрі; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта, іноді з горбочком; темно-буро-коричнева, з віком вицвітає до сіро-коричневої; поверхня гола, при зволоженні шовковисто-блискуча, до краю радіально-рубчаста; край рівний, тонкий. • Пластинки: брудно-білі, коричнюваті, згодом бурувато-рожеві; широкі, густі; прирослі. • Ніжка: 3–7 см × 0,2–0,5 см; циліндрична, часом перекручена; коричнювато-бурувата або сірувата; штрихувата, біловолокниста, з порожниною; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з сильним запахом борошна; смак м’який. • Споровий порошок: рожевий.",вересень — листопад.,
Entoloma jubatum,Ентолома волохата,edible,0,0,0,0,0,0,,0,1,,Житомирська|Київська|Полтавська|Рівненська|Харківська|Хмельницька,"• Шапка: 4–6 (8) см у діаметрі; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта, часто з горбочком; буро-коричнева; поверхня бархатиста або тонкоповстиста, злегка радіально-волокниста, з часом майже гола, вицвітає до сірої; край рівний, тонкий. • Пластинки: рожевуваті, згодом червонуваті; широкі, густі; прирослі. • Ніжка: 5–8 см × 0,4–0,7 см; циліндрична, кольору шапки; волокнисто-штрихувата, щільна, з порожниною; без кільця та піхви. • М’якоть: білуватий, тонкий; на зламі не змінюється; з сильним запахом борошна; смак м’який. • Споровий порошок: рожевий.",серпень — жовтень.,
Entoloma aprile,Ентолома квітнева,poisonous,0,0,0,1,0,0,,0,1,,Вінницька|Кіровоградська|Полтавська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 6 см у діаметрі; тонком’ясиста; спочатку конусовидно-дзвоникоподібна, згодом конусовидно-розпростерта, з горбочком у центрі; рудо-коричнева, згодом буро-коричнева, при підсиханні вицвітає до сірої; поверхня гола, клейкувата, згодом суха; край тонкий, рубчастий. • Пластинки: сіруваті, коричнювато-сірі, згодом сірувато- або коричнювато-червонуваті; широкі, густі; прирослі. • Ніжка: 5–7 см × 0,3–1 (1,3) см; циліндрична, з порожниною; білувато-коричнювато-сіра; волокнисто-штрихувата, часом волокнисто-шерстиста; без кільця та піхви. • М’якоть: сіруватий або буруватий, тонкий; на зламі не змінюється; зі слабким запахом борошна; смак м’який. • Споровий порошок: рожевий.",квітень — травень.,
Pluteus cervinus,Плютей бурий,edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–12 см у діаметрі; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта, часто з невеликим горбочком; коричнева, сірувато-бура; поверхня гладенька або радіально-волокниста, суха, матова; край рівний, тонкий, іноді розтрісканий. • Пластинки: вільні, білі, згодом рожеві; широкі, густі. • Ніжка: 5–10 см × 0,5–1,5 см; циліндрична, білувата; темноволокниста, щільна; без кільця та піхви. • М’якоть: білий, м’який; на зламі не змінюється; з неприємним запахом редьки; смак м’який, злегка редьковий. • Споровий порошок: рожевий.",травень — жовтень.,
Pluteus salicinus,Плютей вербовий,edible,0,0,0,0,0,0,,0,1,,Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Полтавська|Рівненська|Харківська|Хмельницька,"• Шапка: 2–8 см у діаметрі; спочатку дзвоникоподібна, згодом опукла або плоско-розпростерта; сріблясто- або синювато-сіра, синювато-зеленувата; поверхня гладенька, волокниста, суха; край рівний, тонкий. • Пластинки: вільні, білуваті, згодом червонуваті; широкі, густі. • Ніжка: 3–6 см × 0,3–0,5 см; циліндрична, біла, до основи синювато-зелена; волокниста, щільна; без кільця та піхви. • М’якоть: білуватий; на зламі зеленіє; запах і смак м’які, грибні. • Споровий порошок: рожевий.",травень — жовтень.,
